YYYYMMDD;HHMM;Prec;StDev;%Time;Q;S
20210101;1200;0.00;0.38;1.00;2;1
20210102;1200;0.00;0.14;0.00;2;1
20210103;1200;0.00;0.38;0.00;2;1
20210104;1200;0.14;2.75;3.00;2;1
20210105;1200;0.00;0.19;0.00;2;1
20210106;1200;0.00;0.76;0.00;2;1
20210107;1200;0.00;0.43;0.00;2;1
20210108;1200;0.00;0.57;0.00;2;1
20210109;1200;-0.05;0.57;0.00;2;1
20210110;1200;0.00;0.24;0.00;2;1
20210111;1200;0.00;0.19;0.00;2;1
20210112;1200;0.09;1.04;2.00;2;1
20210113;1200;0.00;0.52;0.00;2;1
20210114;1200;0.00;0.52;0.00;2;1
20210115;1200;0.00;0.19;1.00;2;1
20210116;1200;-0.05;0.62;0.00;2;1
20210117;1200;0.00;0.14;0.00;2;1
20210118;1200;0.00;0.14;0.00;2;1
20210119;1200;-0.05;0.76;0.00;2;1
20210120;1200;0.00;0.43;0.00;2;1
20210121;1200;0.09;1.04;2.00;2;1
20210122;1200;0.00;0.14;0.00;2;1
20210123;1200;0.09;1.61;1.00;2;1
20210124;1200;0.00;0.43;1.00;2;1
20210125;1200;0.00;0.14;0.00;2;1
20210126;1200;0.00;0.43;0.00;2;1
20210127;1200;0.00;0.14;0.00;2;1
20210128;1200;0.05;0.76;1.00;2;1
20210129;1200;0.00;0.57;0.00;2;1
20210130;1200;0.05;0.52;0.00;2;1
20210131;1200;0.14;1.61;2.00;2;1
20210201;1200;0.00;0.62;1.00;2;1
20210202;1200;0.00;0.43;0.00;2;1
20210203;1200;0.38;3.37;4.00;2;1
20210204;1200;0.00;0.24;0.00;2;1
20210205;1200;0.43;2.66;8.00;2;1
20210206;1200;0.00;0.33;1.00;2;1
20210207;1200;-0.05;0.52;0.00;2;1
20210208;1200;-0.05;0.66;0.00;2;1
20210209;1200;0.05;0.90;1.00;2;1
20210210;1200;0.00;0.24;0.00;2;1
20210211;1200;0.00;0.28;0.00;2;1
20210212;1200;-0.05;0.52;2.00;2;1
20210213;1200;0.00;0.28;0.00;2;1
20210214;1200;0.00;0.33;0.00;2;1
20210215;1200;-0.05;0.62;0.00;2;1
20210216;1200;0.00;0.57;0.00;2;1
20210217;1200;0.09;0.90;4.00;2;1
20210218;1200;0.00;0.28;0.00;2;1
20210219;1200;-0.05;0.43;2.00;2;1
20210220;1200;0.09;2.18;1.00;2;1
20210221;1200;0.33;2.66;7.00;2;1
20210222;1200;0.00;0.28;0.00;2;1
20210223;1200;0.09;0.81;2.00;2;1
20210224;1200;0.05;0.66;1.00;2;1
20210225;1200;0.00;0.14;0.00;2;1
20210226;1200;0.00;0.33;0.00;2;1
20210227;1200;0.00;0.28;0.00;2;1
20210228;1200;0.00;0.09;0.00;2;1
20210301;1200;0.05;0.33;1.00;2;1
20210302;1200;0.09;0.62;3.00;2;1
20210303;1200;0.00;0.52;0.00;2;1
20210304;1200;0.00;0.09;0.00;2;1
20210305;1200;0.00;0.52;0.00;2;1
20210306;1200;0.00;0.66;0.00;2;1
20210307;1200;0.00;0.14;0.00;2;1
20210308;1200;0.00;0.57;0.00;2;1
20210309;1200;0.00;0.33;0.00;2;1
20210310;1200;0.00;0.09;0.00;2;1
20210311;1200;0.00;0.57;0.00;2;1
20210312;1200;0.00;0.09;0.00;2;1
20210313;1200;0.09;1.14;2.00;2;1
20210314;1200;0.00;0.09;0.00;2;1
20210315;1200;0.00;0.09;0.00;2;1
20210316;1200;0.00;0.09;0.00;2;1
20210317;1200;0.00;0.09;0.00;2;1
20210318;1200;0.00;0.14;0.00;2;1
20210319;1200;0.00;0.09;0.00;2;1
20210320;1200;0.00;0.57;1.00;2;1
20210321;1200;0.00;0.09;0.00;2;1
20210322;1200;0.00;0.09;0.00;2;1
20210323;1200;0.00;0.09;0.00;2;1
20210324;1200;0.00;0.14;0.00;2;1
20210325;1200;0.00;0.09;0.00;2;1
20210326;1200;0.00;0.24;0.00;2;1
20210327;1200;0.00;0.09;0.00;2;1
20210328;1200;0.00;0.38;0.00;2;1
20210329;1200;0.00;0.09;0.00;2;1
20210330;1200;0.00;0.76;0.00;2;1
20210331;1200;0.00;0.19;0.00;2;1
20210401;1200;0.00;0.09;0.00;2;1
20210402;1200;0.09;0.62;3.00;2;1
20210403;1200;0.05;1.76;1.00;2;1
20210404;1200;0.00;0.14;0.00;2;1
20210405;1200;0.00;0.19;0.00;2;1
20210406;1200;0.00;0.19;1.00;2;1
20210407;1200;0.05;0.57;2.00;2;1
20210408;1200;0.09;0.38;5.00;2;1
20210409;1200;0.00;0.28;0.00;2;1
20210410;1200;0.05;0.52;1.00;2;1
20210411;1200;0.00;0.28;0.00;2;1
20210412;1200;0.00;0.24;0.00;2;1
20210413;1200;0.00;0.14;0.00;2;1
20210414;1200;0.28;1.28;7.00;2;1
20210415;1200;0.00;0.47;0.00;2;1
20210416;1200;0.66;4.94;6.00;2;1
20210417;1200;0.09;1.19;6.00;2;1
20210418;1200;-0.05;0.38;2.00;2;1
20210419;1200;0.00;0.62;2.00;2;1
20210420;1200;1.57;23.50;25.00;2;1
20210421;1200;0.00;0.28;1.00;2;1
20210422;1200;0.00;0.38;0.00;2;1
20210423;1200;0.00;0.19;0.00;2;1
20210424;1200;0.00;0.19;0.00;2;1
20210425;1200;0.00;0.14;0.00;2;1
20210426;1200;0.00;0.47;0.00;2;1
20210427;1200;0.00;0.52;0.00;2;1
20210428;1200;-0.05;0.71;0.00;2;1
20210429;1200;0.19;1.71;3.00;2;1
20210430;1200;-0.05;0.62;0.00;2;1
20210501;1200;-0.05;0.38;0.00;2;1
20210502;1200;-0.05;0.24;0.00;2;1
20210503;1200;0.62;2.90;8.00;2;1
20210504;1200;0.05;0.62;2.00;2;1
20210505;1200;0.00;0.43;0.00;2;1
20210506;1200;0.00;0.33;0.00;2;1
20210507;1200;0.00;0.24;0.00;2;1
20210508;1200;0.00;0.24;0.00;2;1
20210509;1200;0.05;0.47;2.00;2;1
20210510;1200;-0.05;0.76;3.00;2;1
20210511;1200;-0.05;0.90;0.00;2;1
20210512;1200;-0.05;0.43;0.00;2;1
20210513;1200;0.14;2.66;1.00;2;1
20210514;1200;0.00;0.24;0.00;2;1
20210515;1200;-0.05;0.76;11.00;2;1
20210516;1200;-0.05;0.52;5.00;2;1
20210517;1200;-0.05;0.66;8.00;2;1
20210518;1200;0.00;0.28;0.00;2;1
20210519;1200;-0.05;0.28;0.00;2;1
20210520;1200;0.00;0.24;0.00;2;1
20210521;1200;0.00;0.19;0.00;2;1
20210522;1200;0.00;0.24;0.00;2;1
20210523;1200;0.28;1.28;8.00;2;1
20210524;1200;0.00;0.33;1.00;2;1
20210525;1200;-0.05;0.76;10.00;2;1
20210526;1200;0.24;3.37;6.00;2;1
20210527;1200;0.38;2.71;7.00;2;1
20210528;1200;0.00;0.09;0.00;2;1
20210529;1200;0.00;0.33;0.00;2;1
20210530;1200;0.00;0.09;0.00;2;1
20210531;1200;0.00;0.62;0.00;2;1
20210601;1200;0.00;0.38;0.00;2;1
20210602;1200;0.00;0.09;0.00;2;1
20210603;1200;0.09;1.66;1.00;2;1
20210604;1200;0.00;0.14;0.00;2;1
20210605;1200;0.00;0.14;0.00;2;1
20210606;1200;0.00;0.14;0.00;2;1
20210607;1200;0.05;0.33;2.00;2;1
20210608;1200;0.00;0.19;0.00;2;1
20210609;1200;0.00;0.14;0.00;2;1
20210610;1200;0.28;2.33;3.00;2;1
20210611;1200;0.09;0.81;2.00;2;1
20210612;1200;0.00;0.33;0.00;2;1
20210613;1200;0.24;2.14;3.00;2;1
20210614;1200;0.00;0.19;0.00;2;1
20210615;1200;0.00;0.19;0.00;2;1
20210616;1200;0.05;0.47;1.00;2;1
20210617;1200;0.00;0.19;0.00;2;1
20210618;1200;0.00;0.24;1.00;2;1
20210619;1200;-0.05;0.19;0.00;2;1
20210620;1200;-0.05;0.24;0.00;2;1
20210621;1200;-0.05;0.33;0.00;2;1
20210622;1200;0.00;0.24;0.00;2;1
20210623;1200;-0.05;0.28;0.00;2;1
20210624;1200;0.00;0.38;1.00;2;1
20210625;1200;-0.05;0.24;0.00;2;1
20210626;1200;-0.05;0.28;1.00;2;1
20210627;1200;-0.05;0.24;0.00;2;1
20210628;1200;-0.05;0.28;0.00;2;1
20210629;1200;0.00;0.24;0.00;2;1
20210630;1200;0.00;0.28;1.00;2;1
20210701;1200;0.05;0.52;2.00;2;1
20210702;1200;0.00;0.24;0.00;2;1
20210703;1200;0.00;0.24;0.00;2;1
20210704;1200;0.09;0.57;4.00;2;1
20210705;1200;0.00;0.19;0.00;2;1
20210706;1200;0.00;0.28;0.00;2;1
20210707;1200;0.00;0.24;0.00;2;1
20210708;1200;0.00;0.19;0.00;2;1
20210709;1200;0.00;0.19;0.00;2;1
20210710;1200;0.00;0.14;0.00;2;1
20210711;1200;0.00;0.28;1.00;2;1
20210712;1200;0.57;4.89;4.00;2;1
20210713;1200;0.00;0.38;1.00;2;1
20210714;1200;0.00;0.71;1.00;2;1
20210715;1200;-0.05;0.28;1.00;2;1
20210716;1200;0.00;0.28;1.00;2;1
20210717;1200;0.00;0.24;0.00;2;1
20210718;1200;0.00;0.38;0.00;2;1
20210719;1200;0.00;0.71;0.00;2;1
20210720;1200;0.09;0.62;2.00;2;1
20210721;1200;-0.05;0.38;0.00;2;1
20210722;1200;0.00;0.24;0.00;2;1
20210723;1200;-0.05;0.76;0.00;2;1
20210724;1200;-0.05;0.95;0.00;2;1
20210725;1200;0.00;0.43;1.00;2;1
20210726;1200;0.05;0.38;1.00;2;1
20210727;1200;-0.05;0.52;2.00;2;1
20210728;1200;-0.05;0.47;0.00;2;1
20210729;1200;0.05;0.66;2.00;2;1
20210730;1200;-0.05;0.28;0.00;2;1
20210731;1200;-0.05;0.24;0.00;2;1
20210801;1200;-0.05;0.47;2.00;2;1
20210802;1200;-0.05;0.43;2.00;2;1
20210803;1200;0.00;0.28;1.00;2;1
20210804;1200;0.05;0.47;4.00;2;1
20210805;1200;-0.05;0.28;0.00;2;1
20210806;1200;-0.05;0.28;1.00;2;1
20210807;1200;0.00;0.57;3.00;2;1
20210808;1200;-0.05;0.28;2.00;2;1
20210809;1200;0.09;0.66;4.00;2;1
20210810;1200;0.00;0.43;2.00;2;1
20210811;1200;0.00;0.43;2.00;2;1
20210812;1200;0.00;0.47;4.00;2;1
20210813;1200;0.00;0.62;9.00;2;1
20210814;1200;0.00;0.81;10.00;2;1
20210815;1200;0.00;0.95;10.00;2;1
20210816;1200;0.05;1.04;11.00;2;1
20210817;1200;0.14;1.61;12.00;2;1
20210818;1200;0.00;0.90;10.00;2;1
20210819;1200;-0.05;0.85;9.00;2;1
20210820;1200;0.00;0.57;3.00;2;1
20210821;1200;0.00;0.38;1.00;2;1
20210822;1200;0.00;0.66;9.00;2;1
20210823;1200;0.00;0.62;8.00;2;1
20210824;1200;0.00;0.85;13.00;2;1
20210825;1200;-0.05;1.57;25.00;2;1
20210826;1200;-0.05;4.89;25.00;2;1
20210827;1200;-9.99;-9.99;-9.99;2;1
20210828;1200;-9.99;-9.99;-9.99;2;1
20210829;1200;-9.99;-9.99;-9.99;2;1
20210830;1200;-9.99;-9.99;-9.99;2;1
20210831;1200;-9.99;-9.99;-9.99;2;1
20210901;1200;-9.99;-9.99;-9.99;2;1
20210902;1200;-9.99;-9.99;-9.99;2;1
20210903;1200;-9.99;-9.99;-9.99;2;1
20210904;1200;-9.99;-9.99;-9.99;2;1
20210905;1200;-9.99;-9.99;-9.99;2;1
20210906;1200;-9.99;-9.99;-9.99;2;1
20210907;1200;-9.99;-9.99;-9.99;2;1
20210908;1200;-9.99;-9.99;-9.99;2;1
20210909;1200;-9.99;-9.99;-9.99;2;1
20210910;1200;-9.99;-9.99;-9.99;2;1
20210911;1200;-9.99;-9.99;-9.99;2;1
20210912;1200;-9.99;-9.99;-9.99;2;1
20210913;1200;-9.99;-9.99;-9.99;2;1
20210914;1200;-9.99;-9.99;-9.99;2;1
20210915;1200;-9.99;-9.99;-9.99;2;1
20210916;1200;-9.99;-9.99;-9.99;2;1
20210917;1200;-9.99;-9.99;-9.99;2;1
20210918;1200;-9.99;-9.99;-9.99;2;1
20210919;1200;-9.99;-9.99;-9.99;2;1
20210920;1200;-9.99;-9.99;-9.99;2;1
20210921;1200;-9.99;-9.99;-9.99;2;1
20210922;1200;-9.99;-9.99;-9.99;2;1
20210923;1200;-9.99;-9.99;-9.99;2;1
20210924;1200;-9.99;-9.99;-9.99;2;1
20210925;1200;-9.99;-9.99;-9.99;2;1
20210926;1200;-9.99;-9.99;-9.99;2;1
20210927;1200;-9.99;-9.99;-9.99;2;1
20210928;1200;-9.99;-9.99;-9.99;2;1
20210929;1200;-9.99;-9.99;-9.99;2;1
20210930;1200;-9.99;-9.99;-9.99;2;1
20211001;1200;-9.99;-9.99;-9.99;2;1
20211002;1200;-9.99;-9.99;-9.99;2;1
20211003;1200;-9.99;-9.99;-9.99;2;1
20211004;1200;-9.99;-9.99;-9.99;2;1
20211005;1200;-9.99;-9.99;-9.99;2;1
20211006;1200;-9.99;-9.99;-9.99;2;1
20211007;1200;-9.99;-9.99;-9.99;2;1
20211008;1200;-9.99;-9.99;-9.99;2;1
20211009;1200;-9.99;-9.99;-9.99;2;1
20211010;1200;-9.99;-9.99;-9.99;2;1
20211011;1200;-9.99;-9.99;-9.99;2;1
20211012;1200;-9.99;-9.99;-9.99;2;1
20211013;1200;-9.99;-9.99;-9.99;2;1
20211014;1200;-9.99;-9.99;-9.99;2;1
20211015;1200;-9.99;-9.99;-9.99;2;1
20211016;1200;-9.99;-9.99;-9.99;2;1
20211017;1200;-9.99;-9.99;-9.99;2;1
20211018;1200;-9.99;-9.99;-9.99;2;1
20211019;1200;-9.99;-9.99;-9.99;2;1
20211020;1200;-9.99;-9.99;-9.99;2;1
20211021;1200;-9.99;-9.99;-9.99;2;1
20211022;1200;-9.99;-9.99;-9.99;2;1
20211023;1200;-9.99;-9.99;-9.99;2;1
20211024;1200;-9.99;-9.99;-9.99;2;1
20211025;1200;-9.99;-9.99;-9.99;2;1
20211026;1200;-9.99;-9.99;-9.99;2;1
20211027;1200;-9.99;-9.99;-9.99;2;1
20211028;1200;-9.99;-9.99;-9.99;2;1
20211029;1200;-9.99;-9.99;-9.99;2;1
20211030;1200;-9.99;-9.99;-9.99;2;1
20211031;1200;-9.99;-9.99;-9.99;2;1
20211101;1200;-9.99;-9.99;-9.99;2;1
20211102;1200;-9.99;-9.99;-9.99;2;1
20211103;1200;-9.99;-9.99;-9.99;2;1
20211104;1200;-9.99;-9.99;-9.99;2;1
20211105;1200;-9.99;-9.99;-9.99;2;1
20211106;1200;-9.99;-9.99;-9.99;2;1
20211107;1200;-9.99;-9.99;-9.99;2;1
20211108;1200;-9.99;-9.99;-9.99;2;1
20211109;1200;-9.99;-9.99;-9.99;2;1
20211110;1200;-9.99;-9.99;-9.99;2;1
20211111;1200;-9.99;-9.99;-9.99;2;1
20211112;1200;-9.99;-9.99;-9.99;2;1
20211113;1200;-9.99;-9.99;-9.99;2;1
20211114;1200;-9.99;-9.99;-9.99;2;1
20211115;1200;-9.99;-9.99;-9.99;2;1
20211116;1200;-9.99;-9.99;-9.99;2;1
20211117;1200;-9.99;-9.99;-9.99;2;1
20211118;1200;-9.99;-9.99;-9.99;2;1
20211119;1200;-9.99;-9.99;-9.99;2;1
20211120;1200;-9.99;-9.99;-9.99;2;1
20211121;1200;-9.99;-9.99;-9.99;2;1
20211122;1200;-9.99;-9.99;-9.99;2;1
20211123;1200;-9.99;-9.99;-9.99;2;1
20211124;1200;-9.99;-9.99;-9.99;2;1
20211125;1200;-9.99;-9.99;-9.99;2;1
20211126;1200;-9.99;-9.99;-9.99;2;1
20211127;1200;-9.99;-9.99;-9.99;2;1
20211128;1200;-9.99;-9.99;-9.99;2;1
20211129;1200;-9.99;-9.99;-9.99;2;1
20211130;1200;-9.99;-9.99;-9.99;2;1
20211201;1200;-9.99;-9.99;-9.99;2;1
20211202;1200;-9.99;-9.99;-9.99;2;1
20211203;1200;-9.99;-9.99;-9.99;2;1
20211204;1200;-9.99;-9.99;-9.99;2;1
20211205;1200;-9.99;-9.99;-9.99;2;1
20211206;1200;-9.99;-9.99;-9.99;2;1
20211207;1200;-9.99;-9.99;-9.99;2;1
20211208;1200;-9.99;-9.99;-9.99;2;1
20211209;1200;-9.99;-9.99;-9.99;2;1
20211210;1200;-9.99;-9.99;-9.99;2;1
20211211;1200;-9.99;-9.99;-9.99;2;1
20211212;1200;-9.99;-9.99;-9.99;2;1
20211213;1200;-9.99;-9.99;-9.99;2;1
20211214;1200;-9.99;-9.99;-9.99;2;1
20211215;1200;-9.99;-9.99;-9.99;2;1
20211216;1200;-9.99;-9.99;-9.99;2;1
20211217;1200;-9.99;-9.99;-9.99;2;1
20211218;1200;-9.99;-9.99;-9.99;2;1
20211219;1200;-9.99;-9.99;-9.99;2;1
20211220;1200;-9.99;-9.99;-9.99;2;1
20211221;1200;-9.99;-9.99;-9.99;2;1
20211222;1200;-9.99;-9.99;-9.99;2;1
20211223;1200;-9.99;-9.99;-9.99;2;1
20211224;1200;-9.99;-9.99;-9.99;2;1
20211225;1200;-9.99;-9.99;-9.99;2;1
20211226;1200;-9.99;-9.99;-9.99;2;1
20211227;1200;-9.99;-9.99;-9.99;2;1
20211228;1200;-9.99;-9.99;-9.99;2;1
20211229;1200;-9.99;-9.99;-9.99;2;1
20211230;1200;-9.99;-9.99;-9.99;2;1
20211231;1200;-9.99;-9.99;-9.99;2;1
